"Title","PMID","cell_name","Cell_Type","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200"
"Single-cell RNA landscape of intratumoral heterogeneity and immunosuppressive microenvironment in advanced osteosarcoma",33303760,"CXCL13+T_PMID_33303760","T cell","CXCL13","GNG4","IGFL2","NMB","TSHZ2","DUSP4","FKBP5","PDCD1","AC004585.1","SH2D1A","TIGIT","FABP5","CD82","RGS1","RBPJ","PGM2L1","EIF4E","ITM2A","PSMA2","G0S2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA landscape of intratumoral heterogeneity and immunosuppressive microenvironment in advanced osteosarcoma",33303760,"CD8+T_PMID_33303760","T cell","GZMK","GZMH","CCL5","GZMA","CD8A","CD8B","CCL4L2","CCL4","CST7","HCST","KIAA1551","APOBEC3G","GZMM","LCP1","PTPRC","RNF213","AHNAK","CCL3L1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA landscape of intratumoral heterogeneity and immunosuppressive microenvironment in advanced osteosarcoma",33303760,"NKT_PMID_33303760","T cell","FGFBP2","GZMB","FCGR3A","GNLY","KLRD1","NKG7","KLRF1","SPON2","PRF1","GZMH","PLEK","CST7","PLAC8","TYROBP","CTSW","CLIC3","CCL4","CD247","CCL3","CCL4L2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA landscape of intratumoral heterogeneity and immunosuppressive microenvironment in advanced osteosarcoma",33303760,"NK_PMID_33303760","NK cell","XCL1","KRT81","XCL2","KLRC1","FCER1G","KRT86","TYROBP","CTSW","KLRD1","AREG","GNLY","CSF2","CD7","HOPX","NFKBIA","CCL3","DUSP2","RGS16","CMC1","CCL4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA landscape of intratumoral heterogeneity and immunosuppressive microenvironment in advanced osteosarcoma",33303760,"B_cells_PMID_33303760","B cell","JCHAIN","TCL1A","BCL11A","TSPAN13","TCF4","HLA-DRA","CD74","IRF7","PLAC8","MZB1","UGCG","AREG","GZMB","HLA-DPB1","TYROBP","NPC2","HLA-DPA1","GPR183","TMEM107","ALOX5AP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA landscape of intratumoral heterogeneity and immunosuppressive microenvironment in advanced osteosarcoma",33303760,"Proliferating T_PMID_33303760","T cell","TYMS","NUSAP1","MKI67","TOP2A","PCLAF","UBE2C","RRM2","TK1","HMGB2","STMN1","CENPF","TUBA1B","H2AFZ","SMC4","HIST1H4C","HMGN2","PCNA","PTTG1","UBE2S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"B Cells_PMID_31980621","B cell","CD79A","MS4A1","BANK1","CD83","LY9","CD37","SMIM14","MEF2C","VPREB3","ADAM28","TCF4","ARHGAP24","LYN","KIAA0226L","CD55","CD52","CCR7","RALGPS2","LINC00926","EZR","SELL","CD19","TNFRSF13B","ID3","PDLIM1","BLK","LTB","PKIG","NR4A1","SYNGR2","CD74","CMTM6","HLA-DQB1","POU2F2","GPR183","HLA-DRA","FCMR","CCDC50","PRDM2","SYPL1","RILPL2","LDLRAD4","REL","NFKBID","SLC2A3","FAM49A","IRF8","ALG13","SESN3","DDX21","FAU","CD69","ORAI2","LY86","HERPUD1","FOXP1","ARHGAP25","PTPN1","ATP2B1","LAPTM5","HLA-DQA1","BIRC3","GLTSCR2","SMCHD1","TAGLN2","HLA-DQA2","TMEM243","CTSH","TOMM7","KDM6B","BTG1","ODC1","SNU13","NCOA3","EEF2","UBA52","CHCHD10","CD48","IGHA1","SMAP2","RAB11FIP1","WDR74","RHOH","PDE4B","LSM7","ZFAS1","YPEL5","PPM1K","CDKN1A","IL16","SP140","CD47","BACH1","NBEAL1","SMDT1","SNX2","MTRNR2L12","TCEA1","PNISR","SF1","STK4","SMARCB1","TNRC6B","TGIF1","KHDRBS1","SLBP","AC090498.1","RSL24D1","MAP3K8","SSH2","HLA-DRB1","GNB2L1","TAF1D","UXT","RP5-1171I10.5","PRNP","GRB2","TAGAP","ARF6","GPBP1","SKIL","PIM3","FBL","MBP","PTMA","LRRFIP1","CNPY3","CYBA","STK17A","SMG1","KMT2E","NR1H2","POLD4","NR4A3","HLA-DPB1","LIMD2","TUBA1A","MARCKSL1","ANKRD44","H3F3A","TSPAN3","PLP2","PFDN5","SEPT6","YWHAZ","HLA-DMA","RELB","NFKB2","EIF3E","COMMD6","NCF1","TXNIP","EMP3","ARID5B","SNX3","HLA-DRB5","TNFAIP8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"CD4 T Follicular Helper_PMID_31980621","T cell","TFAP2A","MLANA","BANCR","PMEL","AP1S2","TYRP1","IFI27","S100A1","KLRB1","GSTP1","EDNRB","PDCD4","TRPM1","TEX41","SNHG7","EFHD1","MITF","NR3C1","ZFAS1","FAM177A1","DUSP2","CNOT6L","MIF","TOMM7","IFITM1","NGFRAP1","RGCC","SNHG8","LEPROTL1","EIF4A2","CD52","DSTN","COMMD6","CTNNB1","NDUFS5","PTPN22","EPB41L4A-AS1","SDCBP","PIK3R1","ATP5G2","USMG5","TBCA","IL7R","GZMM","UQCRH","HSPB1","YPEL5","ARAP2","CD44","FDFT1","HMGA1","BTG1","UBL3","VIM","TRMT112","POLR2L","ZFP36L2","TRAT1","SOCS1","EIF3E","CD69","JUND","SSU72","N4BP2L2","TMEM258","PPP1CB","KRT10","METTL9","GNB2L1","EML4","FAU","EIF2S3","C19orf43","ALOX5AP","OST4","LAMTOR5","PYURF","PPDPF","SERF2","RNF19A","C6orf48","ATP5D","SF3B6","PTMA","GNG2","PPP2R5C","SNRPD2","UBA52","CDC42SE2","UBE2B","TOMM20","SH2D1A","PFDN5","CRTAP","VDAC2","MARCKSL1","EIF1AX","ATP5J","IFI27L2","C12orf57","CIRBP","TMA7","MBNL1","RSL24D1","NUCKS1","PTP4A1","REL","SMDT1","STMN1","PCNP","RHOH","TMEM2","LINC-PINT","LINC00493","RARRES3","ARF6","ARID5B","ISG20","EMD","H2AFZ","PEBP1","CMPK1","COX7A2L","UXT","C14orf2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"CD8, gamma delta t cells_PMID_31980621","T cell","XCL1","IL7R","KLRD1","XCL2","GZMH","ZFP36L2","SLC7A5","FAM177A1","DUSP2","ANXA1","KLRB1","PARP8","GZMB","FYN","RGCC","TUBA4A","GNG2","AIM1","MYADM","BTG1","STAT4","PIK3R1","SPOCK2","ALOX5AP","AC092580.4","CXCR4","SRSF2","RNF125","TGFB1","EZR","ISG20","CCL4","GZMM","IFITM1","LDHA","CD69","GABARAPL1","SATB1","TC2N","RORA","IFNGR1","LEPROTL1","SYTL3","DDIT4","TSC22D3","HNRNPUL1","REL","HLA-C","SARAF","LMNA","FKBP5","TAGLN2","ADGRE5","CXCR6","EML4","SLC2A3","MCL1","PTPRC","AOAH","CD7","CD52","ARHGDIB","CALM1","ZFP36","RALGAPA1","CCNH","SYAP1","P2RY8","CTSW","CD96","PDCD4","HCST","SOCS1","CNOT6L","CAMK4","S100A4","PTGER4","MATK","CRIP1","MTRNR2L12","VPS37B","PBX4","IL21R","GLIPR1","STK17A","IL32","S100A10","FLNA","AKNA","AHNAK","CDC42SE2","SELPLG","USP36","KMT2E","DDX24","YPEL5","FAM102A","LCP1","GPR65","SMCHD1","AKAP13","PLP2","SRSF7","HSPA5","SLA","CRTAM","SH2D2A","YWHAZ","FAM129A","HERPUD2","PDE4B","SFPQ","SRGN","MYH9","RARA","ST3GAL1","S1PR4","HLA-B","HSPA1A","BZW1","IKZF1","PRF1","PTPN22","MT2A","IFITM2","EMB","RNF149","LRRFIP1","MTRNR2L8","TMEM2","GPBP1","CXCR3","GPR171","GSPT1","HSPA8","G3BP2","PPP2R5C","GYG1","AREG","PPP1R16B","FNBP1","RBMS1","CD55","SKIL","EMD","SLBP","MBP","PLEKHA2","ARF6","PTP4A1","RUNX3","PNRC1","CREM","TNFAIP3","VIM","JMJD6","DUSP1","FAM46C","HSPD1","PCBP1","ARID5A","LYAR","CD3E","ATP1B3","HSPE1","ETS1","PFKFB3","ID2","PPP1CB","PITPNC1","TRBC1","RHOH","IDS","OASL","PLK3","CSNK1D","SEMA4D","PBXIP1","IL2RG","ELOVL5","YIPF5","GUK1","PGK1","SH2D1A","PER1","HOPX","NDUFS5","FOSL2","HIST1H4C","CD5","SLC38A1","CAST","GZMA","CDK17","CEBPZ","PPP2CA","CD6","RNF138","S100A6","TNFRSF1B"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"CD8, T Effector Memory_PMID_31980621","T cell","HSPA1A","HSPA6","HSPA1B","DNAJB1","HSPH1","HSP90AA1","ANXA1","HSPE1","HSPD1","HSPA8","CACYBP","MTRNR2L12","HSP90AB1","ZFP36L2","MTRNR2L8","DNAJA1","BAG3","IL7R","RGCC","TXNIP","DUSP1","XCL2","ZFAND2A","TUBA4A","DUSP2","CD69","UBC","GZMH","TSC22D3","FKBP4","TC2N","GZMM","CXCR4","PARP8","AIM1","SLC7A5","MT2A","MYADM","HLA-C","EZR","KLF2","SPOCK2","FYN","STK17A","CRTAM","CCR7","TCP1","IFITM1","AHNAK","TAGAP","CHORDC1","SELPLG","AC090498.1","SARAF","ISG20","AHSA1","CALM1","BTG1","PLP2","PPP1R2","P2RY8","SH2D1A","CD52","SLBP","CCNH","PTPRC","RNF125","FAM177A1","LDHA","HIST1H4C","OASL","SRSF2","CYTIP","DOK2","SAMD3","STAT4","SMCHD1","PLK3","CDC42EP3","CAMK4","ARHGDIB","HSPA5","CXCR3","TGFB1","JMJD6","TSPYL2","FAM102A","CNN2","CD48","JUN","COTL1","PTPRCAP","CRIP1","ARHGEF1","KLRG1","CITED2","ALOX5AP","SRSF7","SUN2","LCP1","CD6","PCBP1","ZFP36","GZMK","MBP","ZC3HAV1","LYAR","DNAJB6","CD5","GNG2","TMEM2","SOCS1","HCST","SLC2A3","CD3E","RASAL3","UBB","TAGLN2","LEPROTL1","ITK","GIMAP7","S1PR4","NR4A1","DDIT4","KLF3","HLA-B","HSPB1","BIN2","EML4","PIK3R1","CSRNP1","IL21R","FKBP5","PTGER4","LIME1","ADGRE5","GABARAPL1","KIAA1551","TUBA1A","GZMA","MCL1","SEMA4D","SRRT","PTGES3","PDCL3","HNRNPUL1","S100A10","STIP1","CCND3","RALGAPA1","EMB","RAC2","AKNA","CD96","STOM","ACAP1","MYH9","JUNB","PPP2R5C","RBM39","TTC39C","ODC1","MSN","PBXIP1","SLC9A3R1","IKZF1","TNFAIP8","IFRD1","TES","ETS1","IL2RG","CTSW","RHOF","IL32","MAT2A","KLRB1","PIK3IP1","HERPUD2","FLNA","H2AFX","NOP58","SC5D","FXYD5","PRKCH","SAP18","C12orf75","PDCD4","DDX24","AOAH","CCL4","DDX5","RHOH","RORA","SKAP1","CD37","FCMR","PDE4B","MAPRE2","CCT4","SYNE2"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"CD8, T Resident Memory_PMID_31980621","T cell","CXCL13","XCL2","XCL1","CRTAM","KLRD1","TNFRSF9","TMEM2","DUSP2","CTLA4","LYST","PTPN22","CNOT6L","CD7","COTL1","RNF19A","TIGIT","ITM2A","HOPX","SLA","CBLB","HCST","CD8B","DUSP4","RGCC","NR3C1","FYN","TRAT1","ISG20","RAB27A","SH2D1A","PDCD1","CTSW","SLC7A5","ALOX5AP","CLEC2D","ICOS","CREM","TOX","CCL4","SNX9","LEPROTL1","PTPRC","PRKCH","CD8A","ARAP2","FAM177A1","CCL5","PDE7A","HNRNPLL","PPP1R2","CD27","CD96","GZMA","TRBC2","TNFRSF1B","FAM3C","VPS37B","PTMS","CD3D","HMGB2","ITGA4","NUCB2","ZEB2","VCAM1","ASXL2","CLEC2B","CD3E","RGS2","TSPYL2","ZFP36L2","ADGRE5","BTG1","LAG3","FABP5","SOD1","HSPE1","WHSC1L1","SYTL3","ETS1","LINC00152","PCED1B","STK4","IL32","WIPF1","TRBC1","C9orf16","GABARAPL1","SRRT","SLA2","BCL11B","HAVCR2","SARAF","CCSER2","RHBDD2","UBE2B","IFI16","ELF1","LIMD2","NKG7","PPP2R5C","CYTIP","MAPRE2","EMD","TUBA4A","ITK","STAT3","PMAIP1","NFATC2","ARID4B","PNISR","CYCS","C12orf57","IKZF3","SH3KBP1","EVL","YPEL5","CHIC2","SH2D2A","JMJD6","SRSF7","RARRES3","SIRPG","RELB","CD99","CDKN1B","CD52","PIK3R1","TOMM5","LBH","STK17A","IL2RG","RBM39","GSPT1","SEMA4D","STK17B","SRGN","KIAA1551","GNG2","HLA-C","SRSF2","TMA7","PTP4A1","NAP1L4","PARK7","PIK3IP1","NR4A2","CNIH1","HSPH1","RHOH","RALGAPA1","COMMD6","MBNL1","EZR","TERF2IP","SEPT7","ITGB1","ODC1","NAA50","RAC2","AKAP13","TBRG1","GPBP1","PCBP1","ARF6","CRIP1","STARD7","PNRC1","CST7","LSP1","SH3BGRL3","FKBP5","CACYBP","TSTD1","GBP2","CELF2","PPM1G","HSPD1","FCMR","PPP1R16B","SIT1","CCND2","RSRP1","CHD1","LINC-PINT","BTG3","EPC1","HBP1","SLC38A1","ATP1B3","FAU","CD3G","DHX36","PARP8","SNRPD2","ZBTB1","RNF125","ENTPD1","ARGLU1","RUNX3","TANK"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"Cytotoxic CD8_PMID_31980621","T cell","TRBV15","NKG7","TRAV19","CCL5","CST7","CD8A","GZMK","VCAM1","CD27","CMC1","CD8B","LAG3","DUSP4","CD3D","PRF1","GZMA","TNFRSF9","CD2","TRAC","LYST","CTSW","RGS1","DENND2D","SNAP47","CD3G","APOBEC3G","CD3E","CD7","IRF1","HAVCR2","ZNF331","NR4A2","HLA-A","CHST12","LBH","TOX","ITM2A","LCK","ITGA4","SIT1","GATA3","SIRPG","LIMD2","PTPN6","RNF19A","TRBC2","APOBEC3C","PTPN7","SH2D2A","APMAP","ENTPD1","CREM","PDCD1","PRKCH","PSMB9","IL2RG","EVL","TERF2IP","CD82","PRDM1","STAT3","SLA","RUNX3","TNFRSF1B","CBLB","HNRNPLL","PSTPIP1","LITAF","SRRT","SPN","MALAT1","CORO1A","PARK7","SLC38A1","HLA-E","TAP1","HLA-B","RAB27A","SYTL3","MIR155HG","LAT","CDK2AP2","SPTAN1","RGS2","CLEC2D","TUBA4A","RARRES3","SYNGR2","CCND2","TIGIT","CXCR4","ARHGAP9","CD247","SRSF5","PSMB8","SEPT7","ANXA6","HLA-F","DDX5","AKNA","STK17B","ARID4B","EIF5","SRSF7","MTRNR2L8","RAC2","SEPT1","TRAT1","BRD2","SLC9A3R1","MYH9","LY6E","IL32","FKBP1A","LSP1","ARL6IP5","PKM","DRAP1","TSPYL2","DDX6","GPR65","SH3KBP1","CALR","TNFAIP3","CALM3","CNBP","PGAM1","MAP3K8","PRRC2C","HNRNPF","VCP","BAX","ACAP1","SERTAD1","BCLAF1","RAB1B","PDIA3","ID2","CCNI","KMT2E","SYNE2","NCOR1","BST2","NCL","ISCU","BUB3","ADGRE5","EID1","ICAM3","BHLHE40","PPP1CA","CCDC85B","DDIT4","THRAP3","LCP2","TAPBP","PSMB10","WIPF1","HNRNPK","SF3B2","SRI","SUB1","MSN","WAS","SOD1","UCP2","UBC","HNRNPA1","C9orf142","FUS","FYB","EPC1","PTPRC","CD99","GABARAPL2","UBE2L6","CIRBP","HSPA5","RBM8A","EWSR1","PRPF38B","CIB1","PHLDA1","H3F3B","IDH2","ZFP36L1","GPSM3","SUMO2","IDS","CDKN1B","PNISR","CLIC1","TMBIM6","ATP6V0E1","PDIA6","G3BP2","ATRX","PSME1","SEPT9","CLEC2B"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"Dendritic Cells_PMID_31980621","Dendritic cell","CST3","AREG","HLA-DPB1","HLA-DQB1","HLA-DQA1","HLA-DRB5","LGALS2","LYZ","HLA-DRA","HLA-DRB1","TIMP1","G0S2","HLA-DPA1","CD74","CD1C","IDO1","CLEC10A","C15orf48","FCER1A","INSIG1","HLA-DQA2","CPVL","C1orf162","SNX3","S100A10","TXN","PPA1","COTL1","SAMHD1","BID","GSN","GPR183","CXCL16","SPI1","IRF8","CTSH","PLAUR","LSP1","GPAT3","C1orf54","CFP","CD1E","LST1","MNDA","THBD","PTPRE","HLA-DMA","PPT1","GSTP1","TMSB10","PPIF","PKIB","MARCKSL1","HLA-DQB2","ALDH2","CDKN1A","PLD4","MXD1","IL1R2","PLSCR1","NR4A3","HLA-DMB","CSF2RA","NAPSA","CD83","SPINT2","SGK1","SERPINB1","ITGAX","RAB7B","FAM26F","JAML","CHMP1B","RAB31","BASP1","TUBA1A","H2AFY","ATF5","NET1","CLEC9A","WDFY4","PLEK","WARS","CD86","SERPINA1","CMTM6","SMCO4","GPX1","CPNE3","PAK1","FCGR2B","MT2A","CCDC88A","CD55","RNF144B","TYMP","SAT1","FGL2","GPR157","CIITA","H3F3A","ZNF385A","NLRP3","TAGLN2","RILPL2","GDI2","NAAA","GRN","HDAC9","VDR","GNA15","SHTN1","B3GNT5","ARPC1B","CYP2S1","LY86","FGR","ASAP1","RNH1","SLC2A3","ATP2B1","VIM","KLF4","PHACTR1","TUBA1B","TPM4","IFI30","CEBPD","FBP1","FCER1G","RAB20","SERPINB9","MYD88","MAP3K8","SYNGR2","ACTG1","C20orf27","TNFSF13B","RGS10","RAB11FIP1","ID2","HSPB1","ZYX","BCL2A1","DAPP1","HCK","PLXDC2","NAP1L1","HMGA1","FPR1","PLAC8","VMO1","HBEGF","CLEC7A","CKLF","EIF3L","LYN","TMSB4X","LAP3","NDRG2","MPEG1","FLT3","THEMIS2","PRCP","CD72","S100A6","CLEC4A","PABPC1","NR4A1","ATG3","NME2","GABARAP","FAM49B","PGLS","TPM3","FAM49A","REL","CKS2","RNASE6","NAMPT","ARPC2","MAT2A","RIPK2","ETV6","PYCARD","CD40","LDLRAD4","MAN2B1","OXSR1","ACTN1","HLA-DOA","PHLDA2","ANPEP","ETV3","GNG5","SULF2","ATP1B3","DBNL","LCP1","SLC31A2"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"M1 Macrophages_PMID_31980621","Macrophage","FTL","S100A1","NUPR1","APOC1","MLANA","RNASE1","LGALS3","CSTB","GPX1","IFI27","LGALS1","TYRP1","FTH1","TYROBP","IFITM3","AIF1","APOE","SDCBP","ATOX1","PMEL","ANXA2","AP1S2","S100A11","CD59","MIF","CD68","CHCHD10","NPC2","CTSD","TUBA1B","ANXA5","CD63","UQCRB","ZFAS1","GSTP1","YBX1","ATP6V1F","EIF3E","SEPP1","ASAH1","FCER1G","PRDX1","COX6C","MGST3","UQCRH","GLUL","AP2S1","GPX4","VIM","ALDOA","GABARAP","NDUFA4","SERF2","CST3","PPIA","ATP5G2","USMG5","HLA-DPB1","NPM1","GNB2L1","TOMM7","GYPC","SLC25A6","COX7B","ST13","VAMP8","TPT1","CTSB","POLR2L","C1QA","HSPB1","PABPC1","POMP","ATP5E","C1QB","SEPW1","HIGD2A","BTF3","COX5A","NACA","C14orf2","NDUFB2","PRDX5","HLA-DRA","CD44","PFDN5","HLA-DPA1","DBI","EIF3K","EIF3L","SLC25A3","UQCR11","ATP5D","RBM3","ATP5B","ENO1","C1QC","EIF4B","ATP6V0C","LDHA","AC090498.1","ACTG1","TMSB10","ARPC3","TCEB2","PKM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"M2 Macrophages_PMID_31980621","Macrophage","C1QC","C1QB","C1QA","SEPP1","CCL3","CXCL8","SLC40A1","CST3","CTSB","IL1B","CXCL2","RNASE1","CCL3L3","HLA-DRA","CXCL3","LGMN","IER3","MS4A7","TYROBP","CD68","FCGRT","CD14","APOE","PSAP","HLA-DPA1","FCER1G","HLA-DRB5","HLA-DRB1","LYZ","CD74","AIF1","MS4A6A","APOC1","FOLR2","HLA-DQA1","GRN","LIPA","STAB1","PLAUR","FTL","DAB2","NPC2","HLA-DPB1","HLA-DQB1","CTSD","CCL4L2","FGL2","SOD2","GPX1","CD83","CTSL","GLUL","SGK1","MS4A4A","BCL2A1","F13A1","TNF","HLA-DMA","SAT1","TMEM176B","ICAM1","FUCA1","CSF1R","PLD3","FOSB","IGSF6","FCGR3A","PLTP","FCGR2A","SPI1","EGR1","CFD","CTSS","CREG1","RNASE6","RNF130","CYBB","MAFB","A2M","CPVL","NFKBIA","GPNMB","LGALS3","TGFBI","MARCKS","CTSZ","HLA-DMB","GADD45B","PTGS2","CCL4","C5AR1","MPEG1","HMOX1","CD163","TNFAIP2","VSIG4","GPR34","TMEM176A","ADAP2","NCF4","LILRB5","FOS","ASAH1","CXCL16","SERPING1","LST1","BLVRB","MSR1","IGF1","GPR183","ITM2B","MRC1","NEAT1","NAMPT","MFSD1","NINJ1","RNASET2","ATF3","GATM","FAM26F","NCF1","S100A11","SLCO2B1","KCTD12","PLEK","NFKBIZ","IFNGR2","RAB31","PPP1R15A","FTH1","RB1","ABCA1","CTSH","RGS10","IL18","KLF4","CD63","PYCARD","CAPG","VAMP8","LY96","HCK","CTSC","TNFSF13B","RAB20","NAIP","LILRB4","LAP3","HNMT","ACP5","CLEC7A","NRP1","NPL","CD4","GSN","APLP2","NR4A1","TYMP","ATP6V1F","PRDX1","RAC1","C1orf162","IFITM3","IER2","AKR1B1","AKR1A1","YWHAH","GM2A","CSTB","LY86","CECR1","KDM6B","RHOB","TPP1","CEBPD","AP2S1","NCOA4","LGALS1","LYN","IFI27","LAIR1","RASGEF1B","LGALS9","ARRB2","MGAT1","RBM47","RASSF4","NAGK","TSPAN4","AP1B1","GRINA","CHMP1B","SAMHD1","CTSA","ANXA5","TBXAS1","IRF8","SNX6","CD81","TUBA1B"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"Mitotic CD8 T Cells_PMID_31980621","T cell","STMN1","HIST1H4C","HMGB2","TYMS","RRM2","MKI67","HMGN2","TUBA1B","UBE2C","CENPF","TOP2A","HMGB1","CCNA2","NUSAP1","H2AFZ","ASPM","DUT","TPX2","CKS1B","PCNA","PTTG1","H2AFV","TMPO","CDK1","SMC4","HIST1H1E","DEK","ZWINT","ASF1B","TK1","FABP5","CENPM","ANP32B","UHRF1","H2AFX","PFN1","KIFC1","HIST1H1B","MCM7","RANBP1","BIRC5","SMC2","RAD21","CALM3","CDKN3","CKS2","MAD2L1","ANP32E","KIF22","CORO1A","TMEM106C","CDC20","PKMYT1","DHFR","RAN","DNAJC9","SNRNP25","ATAD2","CLSPN","SIVA1","RPA3","AURKB","C12orf75","ACTG1","KIAA0101","HIST1H1D","CASC5","CXCL13","EZH2","SMC3","USP1","UBE2T","HNRNPA2B1","CENPE","PSMB9","CFL1","CARHSP1","HMGB3","RACGAP1","NUDT1","NUF2","CENPW","TPI1","CENPU","PKM","MCM3","COTL1","SMC1A","HN1","FEN1","MCM5","RRM1","IDH2","HMGN1","CCNB2","RAC2","ITM2A","NUCKS1","CCNB1","SNRPB","KIF20B","PPP1CA","DTYMK","PGAM1","CDCA5","SAE1","LSM4","DLGAP5","KIF23","CKAP2L","PPIA","DDX39A","CENPN","CDCA8","LMNB1","CDK2AP2","BUB3","RALY","PHF19","GINS2","FANCI","VCAM1","COX8A","LIG1","HNRNPR","KIF11","TCF19","HNRNPF","KPNA2","SSRP1","HP1BP3","DNMT1","RAD51AP1","ARPC2","CDC25B","SNRPD1","LSM5","CBX3","TACC3","KIF2C","BANF1","CLIC1","HNRNPA3","SET","NCAPH","PARK7","LSP1","ARPC5L","HELLS","FBXO5","TROAP","SLC25A5","GGH","SLBP","DUSP4","PTMA","PSMB8","MAD2L2","HIST1H1C","NDC80","CENPK","PARP1","RNASEH2A","GTSE1","DCTN3","TAP1","NUDT21","GMNN","DEPDC1B","SUMO2","SIT1","H2AFY","PRC1","FAM111A","HIRIP3","MCM4","CDCA4","ANAPC11","KIF15","CDCA2","ARPC5","NASP","NCAPG","HMMR","PSMB2","LCP1","SUB1","WHSC1","NUCB2","CDCA7","SNRPG","PSMC3","CDKN2A","GZMA","KIF14","TUBA1C","LSM2","LBR","STRA13","CENPH"
